text,label
अल्ला हु अकबर' एक दिन में जितना बार मुस्लिम लोग नही बोलते होंगे उससे जादा कतिपय सेकुलर हिन्दू बोलते होंगे।,1
Wonderful Fabulous News!!! Gay Marriage Pride dears!,0
I'm so proud of this Latino,0
Not even gay but I want this movie because so many awesome women in history get completely ignored.,0
हरियाणा के बहादुर लाल शहीद दीवान चंद जी की शहादत को अश्रुपूर्ण श्रद्धांजलि।,0
"यकीन मानिए, ऐसे खरीदेंगे तो पेट्रोल कार से कुछ लाख रुपये तक भी सस्ती पड़ सकती है इलेक्ट्रिक कार! via ElectricCar ElectricVehicle",0
अच्छा है हँसने पर अभी मोदी सरकार ने कोई टैक्स नहीं लगाया है लेकिन आने वाले समय का कुछ कहा नहीं जा सकता है,1
Ruhi singh is an indian actress,0
ये विपिन राठौर तो खुद थूक चट्टा हे साला आंखो के सामने वीडियो हे और ऐसे लोग संजय जैसे गुंडे का सपोर्ट कर रहे हे संजय सिंह गुंडा है,1
पहले घर का प्लास्टर तो करवा लें बे ऐसे फ़ोटो में तो कुतिया भी Fuck off मुंह पर मार देगी और तुम रिजेक्ट हो जाओगे,1
"Hey gal, 1520 here, asian, going to my state school. Not an issue.",0
Imagine not eating pork because some pedo fag that died 2000 years ago said something about pigs one time,1
AAP मध्यप्रदेश के प्रदेश सोशल मीडिया सह-सचिव जी को जन्मदिन की हार्दिक शुभकामनाएं🎂💐💐💐,0
"वन्दे मातरम तीन तलाक़ जय श्री राम और अब ज़ायरा, बाक़ी पूरे देश में ना कोई “समस्या” ना कोई समाधान.",1
All niggas do is cheat on they bitch and take her out of town afterwards smh,1
सुप्रीम कोर्ट पिछले दो दशक से लगातार जनता के खिलाफ फैसले दे रही है | ख़ास तौर पर दलित-पिछड़े-आदिवासी से जुड़े मामले में उल्टा ही फैसला देती रही है. लगातार SC ने आरक्षण के खिलाफ ताबड़तोड़ कई फैसले दिए हैं.इससे सुप्रीम कोर्ट की विश्वसनीयता भी कम हुयी है.,0
Zendaya has the aura of a nuturing mother but at the same time you want her as wife,1
Happy pride month to all my LGBTQ+ habeshas  URL,0
"me, most of the year: ""i don't really care about my sexuality or whatever it doesn't matter"" me, june 1st 12:00am: URL",0
The women who replied to you should hopefully restore your faith in them. They're not all like that bro,0
"हाहाहा, कुत्ते को शेर तो आप समझ रहे हो वो भी ऐसे कुत्ते को जिन्होने आपकी बहू बेटियो को नोच नोच कर खाया था. आप भूल सकते है सिखो का वो दारुण नरसन्हार मगर देश नही भूल सकता. हम घास की रोटी खाने वाली कौम है जो देश के लिये सिर कटाते है मगर मुफ़्त की बिरियानी के लिये लाइन नही लगाते",1
भारतीय सेना ने कूट कूट कर तुम्हारे चीनी भाइयों को मोर बना दिया है...अब RR शुरू करो...🤣 IndianArmyRock,1
"she protecc she attacc but most importantly.. LIL BROWN GURL, is BACC",0
जब 8% GDP थी तो नौकरी मिली ही नहीं तो आज क्या घंटा मिलेगी.. 😏😏 भैया की कलम से,1
when you let a house nigga out the house,1
if you make a Nigga cum off head you the devil,1
girl if they dont shut the fuck up URL,1
"जुलाई माह में प्रदेश में कुल 64,993 नए एक्टिव मामले सामने आए थे, जिनमें एक्टिव मरीजों की संख्या 29,328 बढ़ी तथा माह अगस्त में कुल 1,46,709 मामले संज्ञान में आए, जिसमें 19,501 एक्टिव मरीजों की संख्या बढ़ी: ACS, चिकित्सा एवं स्वास्थ्य, श्री अमित मोहन प्रसाद जी",0
राष्ट्रीय खेल दिवस की हार्दिक शुभकामनाएं💐,0
"भारत-चीन के बीच चल रहे सीमा विवाद में, ""भ"" भक्त ""भारत"" के साथ और..!🇮🇳🙏 ""च"" चमचे ""चीन"" के साथ खड़े हुए हैं..🐷🤐",1
अगर प्रकाश आंबेडकर का कदम हिन्दुत्व की ओर जाता है तो हम इसका स्वागत करते हैं: शिवसेना,0
This is how I too feel about It's also how I'm starting to feel about Elizabeth Warren  URL,0
Eid Mubarak to everyone and your families!,0
She deadass spit on her dog what a cunt URL,1
SushantWasMurdered | रिया का झूठ बेनकाब: श्रुति मोदी के वकील का बड़ा बयान- 'ड्रग्स लेती थी रिया चक्रवर्ती',0
"RT अगर तुम मुसलमान हो तुम अपराधी हो, बात खतम! DelhiRiots2020 StandWithUmarKhalid",1
कमीने बेहूदे किसान बिल का k भी नहीं पता लेकिन फालतू में बिचोलियों और दलालों के पक्ष में कुत्ते की तरह टांग उठा कर भों भों करने आ गए ।,1
"Nein, I am not ze spy of glorious Deutschland! Vat a dummkopf idea!",0
I second this; Sikhs are generally good people in this regard,0
New modern warfare coming out so I can trick shot and call people niggers,1
"गाज़ियाबाद अस्पताल में मरकज के मरीज नर्स के सामने नंगा होकर घूमने, गाली देने पर पुलिस ने बनाये परमानेंट टैटू, नंग प्रदर्शन करने वाले मोहम्मद मुस्तफा, मोहम्मद गुलरेज,शोएब और मजीद पर NSA भी लगा है इस्लाम मुक्त भारत, इस्लामिकआतंकवाद, तबलीगी नहीं तालिबानी जमात है",1
"नोर्थ-ईस्ट की खूबसूरती की कायल हुई कंगना रनौत, फैंस से की बदलाव लाने की अपील",0
I mean I hated this white person yesterday. But i realize that we should united and not separated. Love for everyone,0
"Absolutely right, thanks for raising voice for kashmiri people.",0
"इस देश मे हो क्या रहा है जो भी घटना हो उसको तो राजनीति का मुद्दा बना लेते हैं ,अब तो हद हो गयी खेल को भी राजनीतिक एजेंडा बना दिया । जब पत्थरबाज जवानो पर हमला करते है तब कुछ क्यों नही बोलती हैं महबूब मुफ़्ती जी !!! शर्म करो",1
"कोई नहीं कर सकता रेलवे का निजीकरण, सरकार की ऐसी कोई योजना नहीं- रेल मंत्री पीयूष गोयल .",0
"KanpurDehat नही थम रही महिलाओं के साथ रेप की वारदात, खेत गई महिला से किया गया दुष्कर्म, विरोध करने पर महिला को दी जान से मारने की धमकी, पति की तहरीर पर पुलिस ने केस दर्ज किया, कोतवाली भोगनीपुर के गौरीकरन का मामला। policemedianews",0
फ़ातिमा जी मेरा लड़का मुस्लिम लडकी से प्यार करता है और वो लड़की भी उससे प्यार करती वो शादी करना चाहते है है मगर लडकी के घर वाले इस बात पर राजी नही है क्या मै उन दोनो की शादी कर सकता हूं,1
जीडीपी मोर को दाना खिलाने से नही। देश के मुद्दे में सोच कर काम करने से बढ़ेगा।,1
Guess he will be in Chicago were gay pride on the 5th of July those who want to set up appointments im me URL,0
If you are a furry it's Ok I will support you,0
बिरयानी को मुस्लिमों और हिंदुओं के लिए अलग-अलग बर्तन में पकाया जाता है। हिंदुओं के लिए बिरयानी में टैबलेट मिलाई जाती है जो आपको नपुंसक बना सकता है। कोयंबटूर में रेहमान बिस्मिल्लाह के माशा अल्लाह नामक रेस्तरां को ऐसी बिरयानी बेचते हुए पकड़ा गया था। सावधान रहें! वे आप तक हर तरीके से पहुंचने की कोशिश कर रहे है।,0
"मनरेगा टट्टी सृजन घोटाला धान सड़क पुलिया नाला बांध घोटाला भ्रष्टाचार"" सुनने में आई है नीतीश कुमार तुम अपने जाति वाले को पुलिस में भर्ती किए हो यह भी एक जांच की मामला बन रही है हत्या बलात्कार मर्डर जमीन हड़पना जमीनों पर अवैध कब्जा तू किसी मुद्दे पर 5 मिनट नहीं टिक सकता",1
1 करोड़ 89 लाख नौकरियां अप्रैल से अबतक जा चुकी हैं &amp;जुलाई अकेले में 50 लाख । संतोष रखें सब ठीक होगा।निराश ज्यादा हों तो मोदी जी का भाषण सुन लें या किसी भक्त से संपर्क करें वो 100 फायदा बता देगा।,0
You are going down you worthless parasite SOB!!!!!!!!!!!,1
"This was so wholesome and so sweet. I'd totally cuddle you bro. No homo, but also not against it as I am bi lmao",0
300 किलो RDX कहां से आए इसका पता आज तक नही चला?? AN-32 विमान का मलबा 8 दिनों से अपने देश मे नही खोज पाए?? बेटी पढ़ाओ-बेटी बचाओ का नारा देकर उन्हें आज़ाद नही रख पाए?? गुंडे-बदमाशो पे 3 सालो से योगी जी काबू में नही कर पाए? और चुनाव में कहते थे देश सुरक्षित हाथो में है।,1
आज हम सब को किसानों के साथ खड़ा होना होगा आज दिखा दो हम किसान के साथ है क्यू की सरकार तो कंगना के साथ है और मीडिया सरकार के🙏 हम किसान के साथ है 17सितम्बर राष्ट्रीय बेरोजगार दिवस,1
"सही कहा भाई, बॉडी तो नहीं जलाते, पर देश जलाते हैं।। जहां जिसकी पत्तल में खाते, उसमें भी छेद कर जाते हैं।।",1
किसानों की दुगणी आय $$ वाला डाॅयलाॅग शायद यही देखकर उठाया था क्या....???,1
"यहीं तो हमारा न्यू इंडिया है, पहले भाजपा देश के अंदर धर्म-जाती की राजनीति लाई?? अब देश के जनता के लोगो के अंदर इतना भेद-भाव कर दिया है BJP और गोदी मीडिया ने की यहां अब रेप करने वालो को धर्म से जोड़ के देखा जाता है। शर्म आती है ऐसे लोगों की सोच के लेकर क्या बना डाला इस देश को।",1
अब महाराष्ट्र के एक और बड़े नेता विजय वडेट्टीवार ने कंगना रनौत पर तीखा हमला बोला है KanganaRanaut,0
America has turned into pussy grabber nazi land.,1
What they both failed to mention is Monica Beverly Hillz was the first openly trans contestant on the show,0
"They claim to be open-minded and accepting of others, but go ape-shit crazy when you politely disagree with them!",1
"Thank you so much for all these positive messages and comments it really means a lot, and for anyone wondering im straight lmaoo",0
"अमिताभ बच्चन 🤫 - 1.राम मंदिर पर चुप, 2.सुशांत सिंह राजपूत पर चुप, 3.पालघर घटना पर चुप, 4.ड्रग्स माफियाओं के खिलाफ चुप हम, जिसको सदियों का नायक मानते थे, वह तो नालायक निकला महानायक नहीं महानालायक",1
I've never been this happy to be bi.,0
किसान को लेकर जानबूझकर गंदी खेल खेली है देश की मुद्दों से ध्यान भटकाने के लिए महंगाई बेरोजगारी अर्थव्यवस्था डूबती देश की बिगड़ती कहानी इस सबसे नजर हटाने के लिए किसान को चुना किसान लॉकडाउन में बर्बाद हो चुकी है 6 महीना किसान को लेकर हल्ला चलेगी देश की सारी मुद्दा दब गई,1
turn you to a bbc slut when you take my dick balls deep in your tiny white ass URL,1
"मध्यप्रदेश को अत्याचार प्रदेश मत बनाइये . जी, इन बहनों की आवाज आपके नेता. और. ने आज ग्वालियर की सड़कों में सुना है। उस आवाज के दर्द को पहचानिए और इनकी समस्या का तत्काल समाधान करिये। . . . .",1
- कृपया सूचनार्थ एवं आवश्यक कार्यवाही हेतु।,0
Insha Allah The only punishment for them should be hanged till death# Molvies FASAAD fhisabilillah,1
Aoc is scum what a dummy,1
आजम खान की बेटी पर ससूर ने किया रेप। अब quatation ये उठता है कि होने वाला बच्चा आजम खान के रियल दमाद को क्या बोलेगा।,1
"Some converts have a bar mitzvah, I know it's common for Reform converts, and some Orthodox communities do it to. It's strictly optional though.",0
Vk Singh की तरह यह भी सेना में संघ का ही आदमी है जो लगातार सेना का संघिकरण कर रहा है ऐसे लालची मतलबी लोग हमारी सेना को लगातार कमजोर कर रहे हैं सिर्फ बयान देते हैं और गोदी मिडिया से झूठी वाहवाही कराते और देश को भ्रमित करते है,1
"संविधानकीशपथ - 2019 में हारीं तो दीदी बोलीं SORRY ? 2019 नतीजों के बाद विधायकों के साथ हुई पहली बैठक में ममता ने दी नसीहत, गल्तियों के लिए जनता से माफी मांगिए । क्या 2021 में जीत के लिए माफी काफी है ? करेंगे चर्चा, शाम 4 बजे",0
2 गज की दूरी की बात कर रहा है हजारों की संख्या में लोग इकट्ठे लाइन में खड़े हैं खड़े होने के बाद भी काम नहीं हो रही बीमारी के चपेट में लोग नहीं आ रहे हैं गरीब है इनको मरने के लिए छोड़ दो,1
"Amethi शराब ठेके पर 2 पक्षों में मारपीट, दोनों पक्षों में जमकर लाठी-डंडे चले, मारपीट में आधा दर्जन लोग घायल, संग्रामपुर थाने के सहजीपुर का मामला। policemedianews",0
all white people are the devil!,1
स्टेचू ऑफ युनिटी बन गई .. स्टेचू ऑफ डूबती गुजरात का ये विकास मॉडल दिखाने के लिये 3000 करोड़ रुपये खर्च हुये.. मोदी है तो मुमकिन है✌️,1
i'm obsessed with the women on euphoria URL,0
"My bisexuality consists mainly in thirsting over men in skirts, dresses and makeup in women in suits, muscles and holding enormous swords",0
blake is an awesome mix of caucasian and some black athleticism,0
सच्चाई = जय श्री राम मोब लिंच लाचारी = मुख्तार अब्बास सड़क छाप भीखारी = दलाल मीडिया जुदाई = जेटली सुष्मा माॅर्निंग वाॅक = अमित शाह बलंद आवाज = लोया गौरी लंकेश धृणा = मुसलमान दलित दुखियारी = जनता New india,1
श्री राजीव कुमार ने नए चुनाव आयुक्त के रूप में पदभार संभाला ▶️,0
The only famous black chef I know about is our dear dear Ainsley Hariott,0
Muslims should be banned every where,1
ज़ुबानी जंग में Y+ श्रेणी की सुरक्षा मिली अगर मार पीट हो जाती तो राफ़ेल भी मिल सकता था,1
And they're raping cows dogs and goats as well these devil people.,1
"We, as black people, have to come together as ONE and stop the senseless killings and robbing of our own.",0
कुत्ते की पूंछ में जितना भी घी लगाओ वो टेढ़ी ही रहता है तुम जिस दिन हमको मिल गया तुम्हारा Dr तुम्हारे पिछवाड़े में डाल दुंगा,1
"Poco M2 Pro की फ्लैश सेल हुई खत्म, ओपन सेल में उपलब्ध हुआ फोन POCOM2Pro",0
"चेन्नई सुपरकिंग्स के लिए बड़े दिन बाद कोई पॉज़िटिव ख़बर आई है. खिलाड़ियों और सपोर्ट स्टाफ का कोविड टेस्ट हुआ था, जिसमें सबकी रिपोर्ट नेगेटिव आई है.",0
I'm an American and I love Japanese people! I love their rich history and culture.,0
केजरीवाल ने PM मोदी से कहा : GST बकाया देने के लिए केद्र व्यवहार्य विकल्पों पर विचार करे,0
रिया चक्रवर्ती अगर भाजपा की सदस्यता ले लें तो फ़ौरन जाँच &amp; मीडिया ट्रायल ख़त्म हो जाएगा।,0
I remember. He wrote it after meeting with very concerned Palestinian activists. It was rejected and they now follows the standard one.,0
"I would fuck you bareback so hard, and empty my balls in your pussy.",1
CWC19 AUSvsNZ शुरुआत में लड़खड़ाने के बाद SteveSmith (85 रन) की शानदार पारी की मदद से ऑस्ट्रेलिया ने इंग्लैंड को दिया 22ृ4 रनों का लक्ष्य.,0
Disney must make a story about Filipino,0
Undoubtedly!. The best CM Delhi has ever had. Om shanti URL,0
प्रधान मंत्री जी ने आज फिर अपने मन की बात बोला । उम्मीद थी कि आज जनता के मन की बात कहेंगे।,0
ISNT SHE GORGEOUS? FLAWLESS BEAUTIFUL BLACK SKIN! THE CREATOR LOVES VARIETY,0
उस समय पुलिस सुधार के लिए संविधान में कोई एक्ट जोड़ी गई वही अंग्रेज वाली पुलिसिया कानून चलती रही नहीं भूमि सुधार एक्ट सही से जोड़ी गई जमीन पर कब्जा दो जाति की रजिस्ट्री हो गई व्यापार एक जाति की कब्जा हो गए नहीं अधिकारों को सही से बटवाड़ा की प्रक्रिया संविधान में स्पष्ट की गई,1
"जो चांदनी चौक के दुर्गा मंदिर में हुआ उसका 1% भी दिल्ली की किसी मस्जिद में या आसपास हो जाता तो अबतक प्लेकार्ड गैंग,खान मार्केट गैंग और तथाकथित बुद्धजीवी गैंग रंडी रोना रो रो कर असहिष्णुता का नंगा नाचकर अंतरराष्ट्रीय मंच पर हिन्दुओ को प्रताड़ित कर रहे होते पर अभी सब चुप हैं क्यों?",1
"संविधान के अस्थायी अनुच्छेद 370 के आधार पर जम्मू-कश्मीर का पृथक कानून बना है, वह एकीकरण के रास्ते में बाधा है। इसने जम्मू-कश्मीर और शेष भारत के लोगों के बीच एक मनोवैज्ञानिक रुकावट पैदा कर रखी है। - 15 जनवरी 1966, भारतीय जन संघ केन्द्रीय कार्य कार्यसमिति OneYearOfNoArticle370",0
the biggest dumbasses are white Hispanics they be working for ICE and becoming Republicans fuck them,1
ReportForSSR | 'ड्रग्स गिरोह' में कौन - कौन से राजनेता अभिनेता शामिल? देखिए 'महाभारत' सुचरिता कुकरेती के साथ रिपब्लिक भारत पर LIVE :,0
एक बीजेपी के मुख्यमंत्री शिवराज सिंह चौहान है और हद तो तब हो गई जब बेटी पढाऔ बेटी बचाओ का नारा देने वाले मामाजी मुख्यमंत्री ने अपनी ही प्रदेश की महिला पुलिस कर्मियों को शराब बिक्री के लिए शराब दुकान पर बैठने पर मजबूर कर दिया,1
सुप्रीम कोर्ट के खिलाफ धरना प्रदर्शन.. कोलेजियम सिस्टम से एक ख़ास जाति के लोग ही जज बन रहे हैं. इसलिए कोलेजियम सिस्टम समाप्त करके सभी वर्गों का सुप्रीम कोर्ट में प्रतिनिधित्व सुनिश्चित किया जाना चाहिए.,0
Honestly I kinda respect that I understand what it's like to have people judge you for being bisexual thanks for sharing,0
"अक्षरधाम-सहारनपुर तक बन रहा है 6 लेन एक्सेस-कंट्रोल हाइवे, दिल्ली से यूपी जाना होगा और आसान -",0
"THIS IS WEIRD BUT, IWOULD LIKE TO COME OUT HERE IN THE NICE COMMENTS. *i am pansexual.* THANK U!",0
It's all good I'm Asian and I think it's ok.,0
"एक फोटोग्राफर की मोटिवेशनल स्टोरी: दुनिया की सबसे गहरी, सबसे लंबी और सबसे बड़ी गुफा तक फोटो लेने पहुंचे दुनिया के एकमात्र फोटोग्राफर को ​​​​​​​पढ़िए MondayMotivation Inspirational",0
Ifff you're trans ands kind to me thrrrds a. 90% chances illl would date you I've got soo much love andsffection o give,0
मुगलों ने साम दाम दंड भेद द्वारा हिंदुओं का धर्मांतरण किया अंग्रेजों ने साम दाम दंड भेद द्वारा हिंदुओं का धर्मांतरण किया आज भी साम दाम दंड भेद द्वारा हिंदुओं का ही धर्मांतरण किया जा रहा है भारत इकलौता देश है जहाँ बहुसंख्यक समुदाय धर्मांतरण विरोधी कानून के लिए संघर्ष कर रहा है।,1
